Country,Prefix
Nicaragua (Mobile C) Globalstar,50588907
Nicaragua (Mobile C) Globalstar,50588908
Nicaragua (Mobile C) Globalstar,50588909
Nicaragua (Mobile C) Globalstar,50588921
Nicaragua (Mobile C) Globalstar,50588922
Nicaragua (Mobile C) Globalstar,50588923
Nicaragua (Mobile C) Globalstar,50588924
Nicaragua (Mobile C) Globalstar,50588925
Nicaragua (Mobile C) Globalstar,50588926
Nicaragua (Mobile C) Globalstar,50588927
Nicaragua (Mobile C) Globalstar,50588928
Nicaragua (Mobile C) Globalstar,50588929
Niger Republic,227
Niger Republic,2271
Niger Republic,2272
Niger Republic,2273
Niger Republic,2274
Niger Republic,2275
Niger Republic,2276
Niger Republic,2277
Niger Republic,2278
Niger Republic,2279
Niger Republic,22701
Niger Republic,22702
Niger Republic,22703
Niger Republic,22704
Niger Republic,22705
Niger Republic,22706
Niger Republic,22707
Niger Republic,22708
Niger Republic,22709
Niger Republic,22720
Niger Republic,22721
Niger Republic,22739
Niger Republic,22770
Niger Republic,22774
Niger Republic,227201
Niger Republic,227213
Niger Republic,2272039
Niger Republic,2272130011
Niger Republic,2272130012
Niger Republic,2272130013
Niger Republic,2272130014
Niger Republic,2272130015
Niger Republic,2272130016
Niger Republic,2272130017
Niger Republic,2272130018
Niger Republic,2272130019
Niger Republic,22721300101
Niger Republic,22721300102
Niger Republic,22721300103
Niger Republic,22721300104
Niger Republic,22721300105
Niger Republic,22721300106
Niger Republic,22721300107
Niger Republic,22721300108
Niger Republic,22721300109
Niger Republic,22721300200
Niger Republic,22721300201
Niger Republic (Mobile A),22781
Niger Republic (Mobile A),22782
Niger Republic (Mobile A),22783
Niger Republic (Mobile A),22784
Niger Republic (Mobile A),22785
Niger Republic (Mobile A),22786
Niger Republic (Mobile A),22787
Niger Republic (Mobile A),22788
Niger Republic (Mobile A),22789
Niger Republic (Mobile A),22791
Niger Republic (Mobile A),22793
Niger Republic (Mobile A),22794
Niger Republic (Mobile A),22795
Niger Republic (Mobile A),22796
Niger Republic (Mobile A),22797
Niger Republic (Mobile A),22798
Niger Republic (Mobile A),22799
Niger Republic (Mobile A),227810
Niger Republic (Mobile A),227811
Niger Republic (Mobile A),227812
Niger Republic (Mobile A),227813
Niger Republic (Mobile A),227814
Niger Republic (Mobile A),227815
Niger Republic (Mobile A),227816
Niger Republic (Mobile A),227817
Niger Republic (Mobile A),227818
Niger Republic (Mobile A),227819
Niger Republic (Mobile A),22793009
Niger Republic (Mobile B) Orange,22723
Niger Republic (Mobile B) Orange,22780
Niger Republic (Mobile B) Orange,22790
Niger Republic (Mobile B) Orange,22792
Niue Island,683
Niue Island,6832
Niue Island,6835
Niue Island,6836
Niue Island,6837
Niue Island,6838
Niue Island,6839
Norfolk Island,672
Norfolk Island,6720
Norfolk Island,6721
Norfolk Island,6722
Norfolk Island,6723
Norfolk Island,6724
Norfolk Island,6725
Norfolk Island,6726
Norfolk Island,6727
Norfolk Island,6728
Norfolk Island,6729
North Korea,850
North Korea,850191
Oman (Mobile A),96890
Oman (Mobile A),96891
Oman (Mobile A),96892
Oman (Mobile A),96893
Oman (Mobile A),96898
Oman (Mobile A),96899
Oman (Mobile A),968902
Oman (Mobile A),968903
Oman (Mobile A),968904
Oman (Mobile A),968905
Oman (Mobile A),968906
Oman (Mobile A),968907
Oman (Mobile A),968908
Oman (Mobile A),968909
Oman (Mobile A),968910
Oman (Mobile A),968911
Oman (Mobile A),968912
Oman (Mobile A),968913
Oman (Mobile A),968914
Oman (Mobile B) Nawras,96894
Oman (Mobile B) Nawras,96895
Oman (Mobile B) Nawras,96896
Oman (Mobile B) Nawras,96897
Palau Republic,680
Palau Republic,680450
Palau Republic,680451
Palau Republic,680452
Palau Republic,680453
Palau Republic,680454
Palau Republic,680455
Palau Republic (Mobile A),680620
Palau Republic (Mobile A),680630
Palau Republic (Mobile A),680640
Palau Republic (Mobile A),680660
Palau Republic (Mobile A),680680
Palau Republic (Mobile A),680690
Palau Republic (Mobile B) PNCC,68077
Palau Republic (Mobile B) PNCC,680775
Palau Republic (Mobile B) PNCC,680779
Palestine (Mobile A),97056
Palestine (Mobile A),97059
Papua New Guinea,675
Papua New Guinea,6757
Papua New Guinea,67520
Papua New Guinea,67563
Papua New Guinea,67565
Papua New Guinea,67567
Papua New Guinea,67568
Papua New Guinea,67569
Papua New Guinea,67570
Papua New Guinea,67571
Papua New Guinea,67572
Papua New Guinea,67573
Papua New Guinea,67574
Papua New Guinea,67575
Papua New Guinea,67576
Papua New Guinea,67577
Papua New Guinea,67578
Papua New Guinea,67579
Papua New Guinea,67588
Papua New Guinea,675644
Papua New Guinea,6752015
Papua New Guinea,67518497899
Russia (Mobile D) Abkhazia,79407
Russia (Mobile F) Aquafon,79409
Rwanda,250
Rwanda,2502
Rwanda,2505
Rwanda,2508
Rwanda,25020
Rwanda,25021
Rwanda,25022
Rwanda,25023
Rwanda,25024
Rwanda,25025
Rwanda,25026
Rwanda,25027
Rwanda,25028
Rwanda,25029
Rwanda,25072
Rwanda,25073
Rwanda,25075
Rwanda,25078
Rwanda,250280
Sao Tome & Principe,239
Sao Tome & Principe,2399
Sao Tome & Principe,23990
Sao Tome & Principe,23998
Sao Tome & Principe,23999
Sao Tome & Principe,2392287
Sao Tome & Principe,2392298
Sao Tome & Principe,2392299
Senegal,22132
Senegal,22176
Senegal,221338
Senegal,2213282
Senegal,22132824
Senegal,221766756
Senegal,2.21E+11
Senegal,2.21E+11
Senegal,2.21E+11
Senegal,2.21E+11
Senegal (Expresso),22130
Senegal (Expresso),221300
Senegal (Expresso),221302
Senegal (Expresso),221303
Senegal (Expresso),221304
Senegal (Expresso),221305
Senegal (Expresso),221306
Senegal (Expresso),221307
Senegal (Expresso),221308
Senegal (Expresso),221309
Senegal (Expresso),2213010
Senegal (Expresso),2213011
Senegal (Expresso),2213012
Senegal (Expresso),2213013
Senegal (Expresso),2213014
Senegal (Expresso),2213015
Senegal (Expresso),2213016
Senegal (Expresso),2213017
Senegal (Expresso),2213018
Senegal (Expresso),2213019
Senegal (Mobile B) Tigo,221760
Senegal (Mobile B) Tigo,221761
Senegal (Mobile B) Tigo,221762
Senegal (Mobile B) Tigo,221763
Senegal (Mobile B) Tigo,221764
Senegal (Mobile B) Tigo,221765
Senegal (Mobile B) Tigo,221767
Senegal (Mobile B) Tigo,221768
Senegal (Mobile B) Tigo,221769
Senegal (Mobile B) Tigo,2217636
Senegal (Mobile B) Tigo,2217637
Senegal (Mobile B) Tigo,2217660
Senegal (Mobile B) Tigo,2217661
Senegal (Mobile B) Tigo,2217662
Senegal (Mobile B) Tigo,2217663
Senegal (Mobile B) Tigo,2217664
Senegal (Mobile B) Tigo,2217665
Senegal (Mobile B) Tigo,2217666
Senegal (Mobile B) Tigo,2217668
Senegal (Mobile B) Tigo,2217669
Senegal (Mobile B) Tigo,22176553
Senegal (Mobile B) Tigo,22176670
Senegal (Mobile B) Tigo,22176671
Senegal (Mobile B) Tigo,22176672
Senegal (Mobile B) Tigo,22176673
Senegal (Mobile B) Tigo,22176674
Senegal (Mobile B) Tigo,22176676
Senegal (Mobile B) Tigo,22176677
Senegal (Mobile B) Tigo,22176678
Senegal (Mobile B) Tigo,22176679
Senegal (Mobile B) Tigo,221766750
Senegal (Mobile B) Tigo,221766751
Senegal (Mobile B) Tigo,221766752
Senegal (Mobile B) Tigo,221766753
Senegal (Mobile B) Tigo,221766754
Senegal (Mobile B) Tigo,221766755
Senegal (Mobile B) Tigo,221766757
Senegal (Mobile B) Tigo,221766758
Senegal (Mobile B) Tigo,221766759
Senegal (Mobile B) Tigo,2217667560
Senegal (Mobile B) Tigo,2217667561
Senegal (Mobile B) Tigo,2217667562
Senegal (Mobile B) Tigo,2217667563
Senegal (Mobile B) Tigo,2217667564
Senegal (Mobile B) Tigo,2217667565
Senegal (Mobile B) Tigo,2217667566
Senegal (Mobile B) Tigo,2217667567
Senegal (Mobile B) Tigo,2217667569
Senegal (Mobile C) Mobile 1,2217667568
Serbia (Mobile A),38161
Serbia (Mobile A),38161
Serbia (Mobile A),38162
Serbia (Mobile A),38162
Serbia (Mobile A),38163
Serbia (Mobile A),38163
Serbia (Mobile A),38164
Serbia (Mobile A),38164
Serbia (Mobile A),38165
Serbia (Mobile A),38165
Serbia (Mobile A),38166
Serbia (Mobile A),38166
Serbia (Mobile A),38168
Serbia (Mobile A),38168
Serbia (Mobile A),38169
Serbia (Mobile A),38169
Serbia (Mobile A),381630
Serbia (Mobile A),381630
Seychelles Island,248
Seychelles Island,2481
Seychelles Island,2485
Seychelles Island,2487
Seychelles Island,2489
Seychelles Island,24820
Seychelles Island,24821
Seychelles Island,24825
Seychelles Island,24826
Seychelles Island,24827
Seychelles Island,24828
Seychelles Island,24846
Seychelles Island,24893
Seychelles Island,24898
Seychelles Island,248093
Seychelles Island,248206
Seychelles Island,248250
Seychelles Island,248251
Seychelles Island,248252
Seychelles Island,248253
Seychelles Island,248254
Seychelles Island,248256
Seychelles Island,248257
Seychelles Island,248258
Seychelles Island,248259
Seychelles Island,248260
Seychelles Island,248261
Seychelles Island,248262
Seychelles Island,248263
Seychelles Island,248265
Seychelles Island,248266
Seychelles Island,248268
Seychelles Island,248269
Seychelles Island,248270
Seychelles Island,248271
Seychelles Island,248272
Seychelles Island,248273
Seychelles Island,248274
Seychelles Island,248275
Seychelles Island,248276
Seychelles Island,248277
Seychelles Island,2482556
Seychelles Island,248279
Seychelles Island,248641
Seychelles Island,248642
Seychelles Island,2482557
Seychelles Island,2482558
Seychelles Island,2482559
Seychelles Island,2482640
Seychelles Island,2482641
Seychelles Island,2482642
Seychelles Island,2482643
Seychelles Island,2482644
Seychelles Island,2482645
Seychelles Island,2482646
Seychelles Island,2482648
Seychelles Island,2482649
Seychelles Island,2482670
Seychelles Island,2482671
Seychelles Island,2482672
Seychelles Island,2482673
Seychelles Island,2482674
Seychelles Island,2482675
Seychelles Island,2482676
Seychelles Island,2482677
Seychelles Island,2482678
Seychelles Island,2482679
Seychelles Island,2482710
Seychelles Island,2482782
Seychelles Island,2482784
Seychelles Island,2482785
Seychelles Island,2482786
Seychelles Island,2482787
Seychelles Island,2482788
Seychelles Island,2482789
Seychelles Island,2484206
Seychelles Island,2486410
Seychelles Island,2486411
Seychelles Island,2486412
Seychelles Island,2486413
Seychelles Island,2486414
Seychelles Island,2486415
Seychelles Island,2486416
Seychelles Island,2486417
Seychelles Island,2488011
Seychelles Island,2488252
Seychelles Island,2489999
Seychelles Island,24808252
Seychelles Island,24808011
Seychelles Island,24817284
Seychelles Island,24826470
Seychelles Island,24826471
Seychelles Island,24826473
Seychelles Island,24826474
Seychelles Island,24826475
Seychelles Island,24826476
Seychelles Island,24826477
Seychelles Island,24826478
Seychelles Island,24826479
Seychelles Island,24842170
Seychelles Island,24842710
Seychelles Island,24843470
Seychelles Island,24865457
Seychelles Island,24879248
Seychelles Island,24880940
Seychelles Island,248017284
Seychelles Island,248065457
Seychelles Island,248079248
Seychelles Island,248080940
Seychelles Island,248264720
Seychelles Island,248264721
Seychelles Island,248264722
Seychelles Island,248264723
Seychelles Island,248264724
Seychelles Island,248264725
Seychelles Island,248264726
Seychelles Island,248264727
Seychelles Island,248264728
Seychelles Island,248264729
Seychelles Island,248427100
Seychelles Island,248427101
Seychelles Island,248427102
Seychelles Island,248427103
Seychelles Island,248427104
Seychelles Island,248427105
Seychelles Island,248427106
Seychelles Island,248427107
Seychelles Island,248427108
Seychelles Island,248460000
Seychelles Island,248901033
Seychelles Island,248901034
Seychelles Island,248999001
Seychelles Island,248999009
Seychelles Island,248999663
Seychelles Island,2484271092
Seychelles Island,2484271093
Seychelles Island,2484271091
Seychelles Island,2484271094
Seychelles Island,2484271095
Seychelles Island,2484271096
Seychelles Island,2484271097
Seychelles Island,2484271098
Seychelles Island,2484271099
Sierra Leone,232
Sierra Leone,23221
Sierra Leone,23222
Sierra Leone,23223
Sierra Leone,23224
Sierra Leone,23231
Sierra Leone,23232
Sierra Leone,23234
Sierra Leone,23235
Sierra Leone,23247
Sierra Leone,23248
Sierra Leone,23249
Sierra Leone,23252
Sierra Leone,23255
Sierra Leone,23256
Sierra Leone,23257
Sierra Leone,23258
Sierra Leone,23259
Sierra Leone,23274
Sierra Leone,23275
Sierra Leone,23280
Sierra Leone,2320794053
Sierra Leone,23207772313
Sierra Leone,23207876227
Sierra Leone,23207940549
Sierra Leone,23234713202
Sierra Leone,23234713209
Sierra Leone,23252750566
Sierra Leone,23252751019
Sierra Leone,23252756288
Sierra Leone,23252759621
Sierra Leone,23252759622
Sierra Leone,23252759623
Sierra Leone,23252830063
Sierra Leone,23252830226
Sierra Leone,23252830431
Sierra Leone,23252830465
Sierra Leone,23252830510
Sierra Leone,23252830549
Sierra Leone,23252830711
Sierra Leone,23252830769
Sierra Leone,23252830783
Sierra Leone,23252830840
Sierra Leone,23252831061
Sierra Leone,23252831076
Sierra Leone,23252831143
Sierra Leone (Mobile A),23225
Sierra Leone (Mobile A),23230
Sierra Leone (Mobile A),23233
Sierra Leone (Mobile A),23240
Sierra Leone (Mobile A),23244
Sierra Leone (Mobile A),23250
Sierra Leone (Mobile A),23276
Sierra Leone (Mobile A),23277
Sierra Leone (Mobile A),23278
Sierra Leone (Mobile A),23279
Sierra Leone (Mobile A),23288
Sierra Leone (Mobile A),23299
Sierra Leone (Mobile A),232794053
Sierra Leone (Mobile A),2327772313
Sierra Leone (Mobile A),2327876227
Sierra Leone (Mobile A),2327940549
Solomon Island,677
Solomon Island,6777
Solomon Island,6778
Solomon Island,6779
Solomon Island,67748
Solomon Island,67771
Solomon Island,67772
Solomon Island,67773
Solomon Island,67774
Solomon Island,67775
Solomon Island,67776
Solomon Island,67777
Solomon Island,67778
Solomon Island,67779
Solomon Island,67784
Solomon Island,67785
Solomon Island,67786
Solomon Island,67787
Solomon Island,67789
Solomon Island,67790
Solomon Island,67794
Solomon Island,67795
Solomon Island,67796
Solomon Island,67797
Solomon Island,67798
Solomon Island,67799
Solomon Island,677794
Solomon Island,677880
Solomon Island,677881
Solomon Island,677882
Solomon Island,677883
Solomon Island,677884
Solomon Island,677885
Solomon Island,677886
Solomon Island,677887
Solomon Island,677888
Solomon Island,677910
Solomon Island,677911
Solomon Island,677912
Solomon Island,677913
Solomon Island,677914
Solomon Island,677915
Solomon Island,677916
Solomon Island,677917
Solomon Island,677918
Solomon Island,677919
Solomon Island,677920
Solomon Island,677921
Solomon Island,677922
Solomon Island,677923
Solomon Island,677924
Solomon Island,677925
Solomon Island,677926
Solomon Island,677927
Solomon Island,677928
Solomon Island,677929
Solomon Island,677930
Solomon Island,677931
Solomon Island,677932
Solomon Island,677933
Solomon Island,677934
Solomon Island,677935
Solomon Island,677936
Solomon Island,677937
Solomon Island,677938
Solomon Island,677939
Solomon Island,677950
Solomon Island,677951
Solomon Island,677952
Solomon Island,677953
Solomon Island,677954
Solomon Island,677956
Solomon Island,677957
Solomon Island,677958
Solomon Island,677959
Solomon Island,677970
Solomon Island,677971
Solomon Island,677972
Solomon Island,677973
Solomon Island,677974
Solomon Island,677975
Solomon Island,677976
Solomon Island,677978
Solomon Island,677979
Solomon Island,677980
Solomon Island,677981
Solomon Island,677982
Solomon Island,677983
Solomon Island,677984
Solomon Island,677985
Solomon Island,677986
Solomon Island,677987
Solomon Island,677989
Solomon Island,677990
Solomon Island,677991
Solomon Island,677992
Solomon Island,677993
Solomon Island,677994
Solomon Island,677995
Solomon Island,677996
Solomon Island,677997
Solomon Island,677998
Solomon Island,6778890
Solomon Island,6778891
Solomon Island,6778892
Solomon Island,6778893
Solomon Island,6778894
Solomon Island,6778895
Solomon Island,6778896
Solomon Island,6778897
Solomon Island,6778898
Solomon Island,6778899
Somalia,252
Somalia,2522
Somalia,2528
Somalia,2529
Somalia,25215
Somalia,25216
Somalia,25217
Somalia,25218
Somalia,25219
Somalia,25220
Somalia,25221
Somalia,25222
Somalia,25224
Somalia,25225
Somalia,25226
Somalia,25227
Somalia,25228
Somalia,25229
Somalia,25234
Somalia,25242
Somalia,25243
Somalia,25250
Somalia,25251
Somalia,25252
Somalia,25253
Somalia,25254
Somalia,25255
Somalia,25256
Somalia,25257
Somalia,25258
Somalia,25259
Somalia,25260
Somalia,25261
Somalia,25263
Somalia,25267
Somalia,25267
Somalia,25268
Somalia,25268
Somalia,25269
Somalia,25280
Somalia,25281
Somalia,25282
Somalia,25283
Somalia,25284
Somalia,25285
Somalia,25286
Somalia,25287
Somalia,25288
Somalia,25288
Somalia,25289
Somalia,25290
Somalia,25291
Somalia,25292
Somalia,25293
Somalia,25294
Somalia,25295
Somalia,25296
Somalia,25297
Somalia,25298
Somalia,25299
Somalia,252202
Somalia,252222
Somalia,252224
Somalia,252225
Somalia,252227
Somalia,252228
Somalia,252290
Somalia,252291
Somalia,252292
Somalia,252293
Somalia,252294
Somalia,252295
Somalia,252296
Somalia,252297
Somalia,252298
Somalia,252299
Somalia,252507
Somalia,252509
Somalia,252513
Somalia,252514
Somalia,252516
Somalia,252523
Somalia,252524
Somalia,252525
Somalia,252542
Somalia,252543
Somalia,252544
Somalia,252545
Somalia,252546
Somalia,252547
Somalia,252563
Somalia,252564
Somalia,252567
Somalia,252601
Somalia,252609
Somalia,252820
Somalia,252821
Somalia,252822
Somalia,252823
Somalia,252824
Somalia,252825
Somalia,252828
Somalia,252829
Somalia,2522160
Somalia,2522169
Somalia,2525416
Somalia,2528212
Somalia,25221319
Somalia,25221325
Somalia,25221325
Somalia,25221352
Somalia,25221680
Somalia,25221319
Somalia,25220770
Somalia,25221681
Somalia,25221683
Somalia,25221684
Somalia,25221685
Somalia,25221686
Somalia,25221688
Somalia,25222300
Somalia,25229760
Somalia,25254150
Somalia,252210500
Somalia,252210600
Somalia,252210700
Somalia,252210701
Somalia,252210900
Somalia,252214118
Somalia,252214118
Somalia,252223504
Somalia,252223506
Somalia,252297221
Somalia,252297240
Somalia,252297305
Somalia,252297616
Somalia,252548216
Somalia,2522108010
Somalia,2522140000
Somalia,2522140000
Somalia,2522140001
Somalia,2522140001
Somalia,2522140002
Somalia,2522140002
Somalia,2522140006
Somalia,2522140006
Somalia,2522140007
Somalia,2522140007
Somalia,2522140088
Somalia,2522140088
Somalia,2522140089
Somalia,2522140089
Somalia,2522140091
Somalia,2522140091
Somalia,2522140097
Somalia,2522140097
Somalia,2522141001
Somalia,2522141001
Somalia,2522141002
Somalia,2522141002
Somalia,2522141004
Somalia,2522141004
Somalia,2522141008
Somalia,2522141008
Somalia,2522141009
Somalia,2522141009
Somalia,2522141010
Somalia,2522141010
Somalia,2522141023
Somalia,2522141023
